m3c2_sn_erosion_volume_m3,dod_erosion_volume_m3,mean_slope_deg
-4.809664726257324,-7.49839448928833,28.07972526550293
-7.525375843048096,-11.147500991821289,26.520122528076172
-17.66357421875,-9.103463172912598,23.50408935546875
-25.91753387451172,-13.64552116394043,23.92134666442871
-7.433212757110596,-5.816256046295166,27.227869033813477
-12.43388557434082,-11.869531631469727,25.692401885986328
-8.332076072692871,-5.153656005859375,26.110570907592773
-18.325721740722656,-17.64305305480957,31.357465744018555
-8.69992733001709,-6.931942462921143,31.92918586730957
-39.31560134887695,-30.891643524169922,36.07719039916992
-8.179033279418945,-6.330886363983154,31.38227081298828
-4.162765979766846,-3.112098455429077,29.831539154052734
-98.26113891601562,-51.71332931518555,31.893211364746094
-17.50984001159668,-6.2716546058654785,32.349952697753906
-7.8035101890563965,-4.821169376373291,23.22536849975586
-9.188100814819336,-3.9690608978271484,38.79689407348633
-12.820419311523438,-6.6345415115356445,30.359844207763672
-21.858051300048828,-21.70222282409668,38.548030853271484
-20.364578247070312,-11.604973793029785,33.380802154541016
-9.252419471740723,-5.2601847648620605,24.058366775512695
-13.744084358215332,-17.398155212402344,43.5961799621582
-9.823695182800293,-10.117182731628418,30.18292808532715
-78.76773834228516,-63.78694152832031,34.46221160888672
-14.90259838104248,-12.696063041687012,27.0590763092041
-30.847187042236328,-22.11833953857422,35.8021354675293
-13.187744140625,-17.579158782958984,30.499099731445312
-26.243867874145508,-21.265710830688477,34.100257873535156
-25.602733612060547,-34.2128791809082,40.68574905395508
-7.409891128540039,-13.761030197143555,30.235322952270508
-10.56255054473877,-6.193627834320068,29.190793991088867
-194.27133178710938,-224.62535095214844,30.08138084411621
-56.24085998535156,-67.61637878417969,45.578678131103516
-76.93135070800781,-72.66993713378906,39.799957275390625
-27.006175994873047,-22.372346878051758,33.974334716796875
-11.597921371459961,-8.47986125946045,26.243419647216797
-5.590474605560303,-3.3189857006073,28.444835662841797
-33.650062561035156,-36.38453674316406,31.400758743286133
-40.24284744262695,-31.424930572509766,41.805240631103516
-30.9932918548584,-28.88387680053711,42.44841003417969
-181.588134765625,-230.63357543945312,24.490686416625977
-7.497916221618652,-4.821567535400391,36.72350311279297
-9.7579984664917,-8.75769329071045,35.077369689941406
-89.9916763305664,-106.15664672851562,31.835620880126953
-11.91795825958252,-13.446802139282227,34.79275131225586
-51.493526458740234,-71.76680755615234,41.680274963378906
-54.74069595336914,-41.5100212097168,34.16925048828125
-14.494938850402832,-14.97261905670166,36.94478225708008
-16.890453338623047,-22.643457412719727,31.34228515625
-20.06259536743164,-18.855484008789062,33.205657958984375
-32.284515380859375,-30.81525421142578,29.327922821044922
-487.0231628417969,-451.07177734375,24.287839889526367
-186.36663818359375,-141.68357849121094,27.638851165771484
-8.415642738342285,-9.725066184997559,28.36160659790039
-16.990673065185547,-13.633624076843262,28.966318130493164
-13.333617210388184,-7.905669212341309,29.511547088623047
-4.918911457061768,-5.315619945526123,30.56126594543457
-12.165468215942383,-7.574346542358398,30.897850036621094
-13.680630683898926,-17.81792449951172,26.214271545410156
-6.322118282318115,-7.456142425537109,29.822359085083008
-18.251001358032227,-20.99356460571289,35.698673248291016
-11.955997467041016,-15.299126625061035,33.07236099243164
-7.620786666870117,-7.501219272613525,41.6896858215332
-3.9239675998687744,-5.601031303405762,34.01493835449219
-7.142193794250488,-5.256494998931885,27.972675323486328
